Locus Tag	Product	Pathway Name	Pathway Xref	Pathway Database	Pathway Version	ECO code	ECO term	PMID
PALES_43261	3-oxoacyl-(acyl carrier protein) synthase III	Fatty acid biosynthesis	00061	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43261	3-oxoacyl-(acyl carrier protein) synthase III	fatty acid biosynthesis	UPA00094	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43271	Homologous to beta-keto-acyl-acyl-carrier protein synthase	Fatty acid biosynthesis	00061	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43271	Homologous to beta-keto-acyl-acyl-carrier protein synthase	fatty acid biosynthesis	UPA00094	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43461	hypothetical protein	Fatty acid biosynthesis	00061	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43571	hypothetical protein	Fatty acid biosynthesis	00061	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_52151	hypothetical protein	Fatty acid biosynthesis	00061	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_52321	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	fatty acid biosynthesis	UPA00094	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54461	poly(3-hydroxyalkanoic acid) synthase 1	Fatty acid biosynthesis	00061	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54481	poly(3-hydroxyalkanoic acid) synthase 2	Fatty acid biosynthesis	00061	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55961	hypothetical protein	Fatty acid biosynthesis	00061	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56401	hypothetical protein	Fatty acid biosynthesis	00061	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13961	acetyl-CoA carboxylase carboxyltransferase subunit alpha	Fatty acid biosynthesis (path 1)	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_17311	3-oxoacyl-(acyl carrier protein) synthase III	Fatty acid biosynthesis (path 1)	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_19481	acetyl-CoA carboxylase subunit beta	Fatty acid biosynthesis (path 1)	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_35211	NADH-dependent enoyl-ACP reductase	Fatty acid biosynthesis (path 1)	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_37171	3-hydroxydecanoyl-(acyl carrier protein) dehydratase	Fatty acid biosynthesis (path 1)	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_37181	3-oxoacyl-(acyl carrier protein) synthase I	Fatty acid biosynthesis (path 1)	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_41561	PcpS	Fatty acid biosynthesis (path 1)	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_43261	3-oxoacyl-(acyl carrier protein) synthase III	Fatty acid biosynthesis (path 1)	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_52321	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	Fatty acid biosynthesis (path 1)	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_52331	acetyl-CoA carboxylase biotin carboxylase subunit	Fatty acid biosynthesis (path 1)	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_20481	multifunctional fatty acid oxidation complex subunit alpha	Fatty acid biosynthesis (path 2)	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_20491	3-ketoacyl-CoA thiolase	Fatty acid biosynthesis (path 2)	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_33221	acetyl-CoA acetyltransferase	Fatty acid biosynthesis (path 2)	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_03831	coproporphyrinogen III oxidase	Fatty acid degradation	00071	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14061	alcohol dehydrogenase class III	Fatty acid degradation	00071	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14441	3-hydroxy-acyl-CoA dehydrogenase	Fatty acid degradation	00071	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20481	multifunctional fatty acid oxidation complex subunit alpha	Fatty acid degradation	00071	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20491	3-ketoacyl-CoA thiolase	Fatty acid degradation	00071	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_22571	acyl-CoA dehydrogenase	Fatty acid degradation	00071	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35921	putative 3-hydroxyacyl-CoA dehydrogenase	Fatty acid degradation	00071	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55821	putative 3-hydroxyacyl-CoA dehydrogenase	Fatty acid degradation	00071	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_57821	3-hydroxybutyryl-CoA dehydrogenase	Fatty acid degradation	00071	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14441	3-hydroxy-acyl-CoA dehydrogenase	Fatty acid elongation	00062	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20481	multifunctional fatty acid oxidation complex subunit alpha	Fatty acid elongation	00062	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20491	3-ketoacyl-CoA thiolase	Fatty acid elongation	00062	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35921	putative 3-hydroxyacyl-CoA dehydrogenase	Fatty acid elongation	00062	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_55821	putative 3-hydroxyacyl-CoA dehydrogenase	Fatty acid elongation	00062	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_57821	3-hydroxybutyryl-CoA dehydrogenase	Fatty acid elongation	00062	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_04431	glutaryl-CoA dehydrogenase	Fatty acid metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_17661	acyl-CoA synthetase	Fatty acid metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_17671	acyl-CoA synthetase	Fatty acid metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_20481	multifunctional fatty acid oxidation complex subunit alpha	Fatty acid metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_20491	3-ketoacyl-CoA thiolase	Fatty acid metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_33221	acetyl-CoA acetyltransferase	Fatty acid metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_58221	alcohol dehydrogenase	Fatty acid metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39521	flagellar motor protein MotD	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39531	flagellar motor protein	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39591	flagellar synthesis regulator FleN	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39601	flagellar biosynthesis regulator FlhF	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39611	flagellar biosynthesis protein FlhA	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39641	flagellar biosynthesis protein FlhB	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39651	flagellar biosynthesis protein FliR	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39661	flagellar biosynthesis protein FliQ	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39671	flagellar biosynthesis protein FliP	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39681	flagellar protein FliO	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39691	flagellar motor switch protein	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39701	flagellar motor switch protein FliM	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_39741	hypothetical protein	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42161	flagellar biosynthesis chaperone	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42171	flagellum-specific ATP synthase	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42181	flagellar assembly protein H	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42191	flagellar motor switch protein G	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42201	flagellar MS-ring protein	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42211	flagellar hook-basal body protein FliE	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42271	flagellar capping protein FliD	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42341	flagellar hook-associated protein FlgL	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42351	flagellar hook-associated protein FlgK	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42361	flagellar rod assembly protein/muramidase FlgJ	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42371	flagellar basal body P-ring protein	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42381	flagellar basal body L-ring protein	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42391	flagellar basal body rod protein FlgG	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42401	flagellar basal body rod protein FlgF	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42411	flagellar hook protein FlgE	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42421	flagellar basal body rod modification protein	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42431	flagellar basal body rod protein FlgC	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_42441	flagellar basal body rod protein FlgB	Flagella assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_53391	flagellar motor protein MotB	Flagella Assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_53401	flagellar motor protein MotA	Flagella Assembly	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_54671	glucosyltransferase MdoH	Flavone and flavonol biosynthesis	00944	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_06341	putative ubiquinone biosynthesis protein	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09171	hypothetical phypothetical protein	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_09671	putative O-methyltransferase	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_11681	putative Fe-S-cluster redox enzyme	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_34641	putative O-Methyltransferase	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_34861	putative Fe-S-cluster redox enzyme	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_45681	hypothetical protein	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_45691	hypothetical protein	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_49111	type 4 prepilin peptidase PilD	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_51051	tRNA (uracil-5-)-methyltransferase	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_52351	ribosomal protein L11 methyltransferase	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_54671	glucosyltransferase MdoH	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56151	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_56171	2-octaprenyl-6-methoxyphenyl hydroxylase	Flavonoid biosynthesis	00941	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_21131	trans-2-enoyl-CoA reductase	Fluorobenzoate degradation	00364	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_27881	catechol 1,2-dioxygenase	Fluorobenzoate degradation	00364	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_41121	NAD-dependent deacetylase	Fluorobenzoate degradation	00364	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_41941	putative cobalamin biosynthetic protein	Fluorobenzoate degradation	00364	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_47851	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	Fluorobenzoate degradation	00364	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_49441	bifunctional riboflavin kinase/FMN adenylyltransferase	FMN biosynthesis	UPA00276	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03331	dinucleoside polyphosphate hydrolase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03391	thymidylate synthase	Folate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_03471	dihydrofolate reductase	Folate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_03471	dihydrofolate reductase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_05791	dihydroneopterin aldolase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_05801	putative 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_06281	anthranilate synthase component II	Folate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_09791	lipoyltransferase	Folate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_10611	molybdopterin converting factor, large subunit	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_11081	molybdenum cofactor biosynthesis protein A	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_12181	hypothetical protein	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_12251	MutT/nudix family protein	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_16221	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase	Folate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_16221	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_16231	GTP cyclohydrolase I	Folate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_16231	GTP cyclohydrolase I	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_17701	alkaline phosphatase	Folate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_17701	alkaline phosphatase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_19491	folylpolyglutamate synthetase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_20991	4-amino-4-deoxychorismate lyase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_22661	7-cyano-7-deazaguanine reductase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_23071	putative pyrophosphatase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_35711	para-aminobenzoate synthase component I	Folate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_35711	para-aminobenzoate synthase component I	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_36531	GTP cyclohydrolase I	Folate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_36531	GTP cyclohydrolase I	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_39061	molybdenum cofactor biosynthesis protein A	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43351	hypothetical protein	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43381	hypothetical protein	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_43391	putative radical activating enzyme	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_47791	hypothetical protein	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_48241	hypothetical protein	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_51131	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	Folate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_51131	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_51351	dihydropteroate synthase	Folate biosynthesis	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_51351	dihydropteroate synthase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_53381	ribosome-associated GTPase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_53571	adenosine diphosphate sugar pyrophosphatase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_59351	putative GTP cyclohydrolase	Folate biosynthesis	00790	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_22661	7-cyano-7-deazaguanine reductase	Folate biosynthesis;  Tetrahydrofolate biosynthesis; first step	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_07501	hypothetical protein	formaldehyde degradation	UPA00562	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_23821	hypothetical protein	formaldehyde degradation	UPA00562	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_23981	hypothetical protein	formaldehyde degradation	UPA00562	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_58601	hypothetical protein	formaldehyde degradation	UPA00562	UniPathway	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03271	ribose-5-phosphate isomerase A	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_03651	putative hydrolase	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_05531	fructose-1,6-bisphosphate aldolase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_05531	fructose-1,6-bisphosphate aldolase	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_05811	multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_12191	N-Acetyl-D-Glucosamine phosphotransferase system transporter	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_13991	2-dehydro-3-deoxyphosphooctonate aldolase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_14061	alcohol dehydrogenase class III	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14711	phosphotransferase system transporter enzyme I, FruI	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_14721	1-phosphofructokinase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_14721	1-phosphofructokinase	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14731	phosphotransferase system transporter fructose-specific IIBC component, FruA	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_14731	phosphotransferase system transporter fructose-specific IIBC component, FruA	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14821	phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_14821	phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14861	poly(beta-D-mannuronate) lyase	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_14931	GDP-mannose 6-dehydrogenase AlgD	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_14931	GDP-mannose 6-dehydrogenase AlgD	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_17271	ADP-L-glycero-D-mannoheptose 6-epimerase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_18751	glucokinase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_20831	3-deoxy-manno-octulosonate cytidylyltransferase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_29591	fructokinase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_29611	mannitol dehydrogenase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PALES_29611	mannitol dehydrogenase	Fructose and mannose metabolism	00051	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PALES_30721	putative phosphomannose isomerase/GDP-mannose pyrophosphorylase	Fructose and mannose metabolism	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
