Locus_Tag	Product	Pathway_Name	Pathway_Xref	Pathway_Database	Pathway_Version	ECO_code	ECO_term	PMID
PA14_08400	hypothetical protein	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_08480	N-acetyl-gamma-glutamyl-phosphate reductase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_09150	catalase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_09210	salicylate biosynthesis isochorismate synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_09220	isochorismate-pyruvate lyase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_09460	phenazine biosynthesis protein PhzC	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_09730	dihydrodipicolinate synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_09820	acetolactate synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_10240	branched-chain alpha-keto acid dehydrogenase subunit E2	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_10250	acetoin catabolism protein AcoB	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_10260	dehydrogenase E1 component	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_11030	aminotransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_11400	riboflavin-specific deaminase/reductase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_11410	riboflavin synthase subunit alpha	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_11420	bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II-like protein	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_11430	6,7-dimethyl-8-ribityllumazine synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_11510	GTP cyclohydrolase II	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_11550	1-deoxy-D-xylulose-5-phosphate synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_11560	geranyltranstransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_11810	aldehyde dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_11860	aromatic acid decarboxylase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_12010	gamma-glutamyl phosphate reductase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_12390	glutamate-1-semialdehyde aminotransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_13090	acyl-CoA thiolase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_14110	phosphatidylserine synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_14700	serine O-acetyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_14820	nucleoside diphosphate kinase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_14880	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_15030	2-isopropylmalate synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_15310	inosine 5'-monophosphate dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_15740	phosphoribosylformylglycinamidine synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_15890	phosphoribosylglycinamide formyltransferase 2	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_16070	homoserine dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_16090	threonine synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_16700	adenylate kinase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_16860	glycerol-3-phosphate acyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_17110	UDP pyrophosphate synthetase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_17120	phosphatidate cytidylyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_17130	1-deoxy-D-xylulose 5-phosphate reductoisomerase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_17270	acetyl-CoA carboxylase carboxyltransferase subunit alpha	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_17320	phosphopyruvate hydratase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_17340	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_17400	alcohol dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_17420	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_17450	stationary phase survival protein SurE	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_17675	diacylglycerol kinase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_17880	acetyl-CoA acetyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_17930	glycerol-3-phosphate dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_18380	mannose-1-phosphate guanylyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_18610	ornithine carbamoyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_18740	argininosuccinate synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_18830	adenylosuccinate lyase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_18850	adenylosuccinate lyase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_19140	cyclohexadienyl dehydratase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_19370	asparagine synthetase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_19430	acyl-CoA thiolase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_19470	malate:quinone oxidoreductase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_19740	enoyl-CoA hydratase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_19870	leucine dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_19900	pyruvate dehydrogenase E1 component subunit alpha	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_19910	pyruvate dehydrogenase E1 component, beta chain	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_19920	branched-chain alpha-keto acid dehydrogenase subunit E2	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_21110	non-hemolytic phospholipase C	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_22510	hypothetical protein	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_22890	glyceraldehyde-3-phosphate dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_22930	glucokinase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23070	glucose-6-phosphate 1-dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23080	6-phosphogluconolactonase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23210	phosphoglycolate phosphatase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23220	3-demethylubiquinone-9 3-methyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23280	chorismate mutase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23290	histidinol-phosphate aminotransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23500	aromatic amino acid aminotransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23560	glutamyl-tRNA synthetase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23750	isopropylmalate isomerase large subunit	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23760	isopropylmalate isomerase small subunit	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23790	3-isopropylmalate dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23800	aspartate-semialdehyde dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23850	N-(5'-phosphoribosyl)anthranilate isomerase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23860	acetyl-CoA carboxylase subunit beta	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_23920	amidophosphoribosyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_24950	FAD-dependent glycerol-3-phosphate dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_25080	multifunctional fatty acid oxidation complex subunit alpha	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_25090	3-ketoacyl-CoA thiolase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_25250	glyceraldehyde-3-phosphate dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_25590	hydrolase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_25640	glycerol-3-phosphate acyltransferase PlsX	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_25980	phospho-2-dehydro-3-deoxyheptonate aldolase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_25990	magnesium chelatase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_26010	acyl-CoA thiolase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_27330	phospho-2-dehydro-3-deoxyheptonate aldolase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_27500	aminotransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_27960	transaldolase B	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_29110	cysteine synthase A	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_29410	serine/threonine dehydratase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_29420	hypothetical protein	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_30050	isocitrate lyase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_30110	adenylosuccinate lyase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_30180	monomeric isocitrate dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_30190	isocitrate dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_30340	siroheme synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_31500	AMP-binding protein	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_31530	acyl-CoA thiolase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_31580	acyl-CoA dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_31760	phosphatidate cytidylyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_31820	aminotransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_32985	glycine cleavage system protein H	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_33000	glycine dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_33010	serine hydroxymethyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_33030	L-serine dehydratase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_33040	glycine cleavage system protein T2	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_34640	gluconokinase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_34970	glucose dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_35440	L-asparaginase I	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_35490	dihydrolipoamide dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_35500	branched-chain alpha-keto acid dehydrogenase subunit E2	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_35520	2-oxoisovalerate dehydrogenase subunit beta	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_35530	2-oxoisovalerate dehydrogenase subunit alpha	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_35790	homospermidine synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_35970	acyl-CoA dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_36310	hydrogen cyanide synthase HcnC	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_36320	hydrogen cyanide synthase HcnB	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_36330	hydrogen cyanide synthase HcnA	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_36570	glycogen synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_36580	glycosyl hydrolase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_36605	maltooligosyl trehalose synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_36630	glycosyl hydrolase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_36710	glycogen branching protein	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_36810	hydroperoxidase II	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_36840	glycogen phosphorylase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_37560	asparagine synthetase, glutamine-hydrolysing	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_38200	thiamine pyrophosphate protein	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_38630	acetyl-CoA acetyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_38840	NAD+ dependent acetaldehyde dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_38860	quinoprotein alcohol dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_39590	5- methyltetrahydropteroyltriglutamate/homocysteine S-methyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_39945	phenazine biosynthesis protein PhzC	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_40670	B12-dependent methionine synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_40980	enoyl-CoA hydratase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_41470	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_41563	uroporphyrin-III C-methyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_41830	phosphoserine phosphatase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_41900	2-dehydropantoate 2-reductase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_41920	phospho-2-dehydro-3-deoxyheptonate aldolase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_41950	enoyl-CoA hydratase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_42080	3-hydroxyacyl-CoA dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_42090	acetyl-CoA acetyltransferase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_42230	beta-glucosidase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_42760	chorismate synthase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA14_43640	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	Biosynthesis of secondary metabolites	pau01110	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
