Locus_Tag	Product	Pathway_Name	Pathway_Xref	Pathway_Database	Pathway_Version	ECO_code	ECO_term	PMID
PA1001	anthranilate synthase component I	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1002	anthranilate synthase component II	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1003	Transcriptional regulator MvfR	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1097	transcriptional regulator FleQ	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1107	RoeA	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1120	diguanylate cyclase TpbB	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1130	rhamnosyltransferase 2	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1430	transcriptional regulator LasR	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1432	autoinducer synthesis protein LasI	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1455	sigma factor FliA	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1512	secreted protein Hcp	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1611	hybrid sensor kinase	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1657	HsiB2	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1658	HsiC2	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1661	HsiH2	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1662	clpV2	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1667	HsiJ2	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1669	IcmF2	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1670	Stp1	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1713	transcriptional regulator ExsA	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1727	MucR	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1976	ErcS'	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2231	PslA	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2232	PslB	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2233	PslC	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2234	PslD	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2235	PslE	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2236	PslF	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2237	PslG	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2238	PslH	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2239	PslI	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2240	PslJ	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2241	PslL	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2242	hypothetical protein	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2360	hypothetical protein	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2361	IcmF3	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2363	HsiJ3	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2365	HsiB3	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2366	HsiC3	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2367	Hcp3	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2370	HsiH3	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2371	ClpV3	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2569	hypothetical protein	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2570	LecA	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2586	response regulator GacA	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2587	probable FAD-dependent monooxygenase	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2824	surface attachment and growth sensor hybrid, SagS	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3058	PelG	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3059	PelF	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3060	PelE	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3061	PelD	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3062	PelC	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3063	PelB	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3064	PelA	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3217	CyaB	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3345	Histidine phosphotransfer protein HptB	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3346	HptB-dependent secretion and biofilm regulator HsbR	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3347	HptB-dependent secretion and biofilm anti anti-sigma factor HsbA	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3351	FlgM	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3476	autoinducer synthesis protein RhlI	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3477	transcriptional regulator RhlR	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3478	rhamnosyltransferase chain B	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3479	rhamnosyltransferase chain A	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3542	alginate biosynthesis protein Alg44	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3551	phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3702	WspR	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3703	probable methylesterase	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3704	probable chemotaxis sensor/effector fusion protein	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3705	hypothetical protein	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3707	hypothetical protein	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3708	probable chemotaxis transducer	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA3974	Lost Adherence Sensor, LadS	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4332	SadC	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4367	BifA	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4856	RetS (Regulator of Exopolysaccharide and Type III Secretion)	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4959	FimX	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4969	Cyclic AMP (cAMP) Phosphodiesterase, CpdA	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5267	secreted protein Hcp	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA5452	phosphomannose isomerase/GDP-mannose WbpW	Biofilm formation - Pseudomonas aeruginosa	pae02025	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA4412	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	Biosynthesis and degradation of glycoprotein	NA	PseudoCAP	NA	ECO:0000037	not_recorded	NA
PA0774	conserved hypothetical protein	Biosynthesis of 12-, 14- and 16-membered macrolides	00522	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0775	conserved hypothetical protein	Biosynthesis of 12-, 14- and 16-membered macrolides	00522	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1839	hypothetical protein	Biosynthesis of 12-, 14- and 16-membered macrolides	00522	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA1860	hypothetical protein	Biosynthesis of 12-, 14- and 16-membered macrolides	00522	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA3806	conserved hypothetical protein	Biosynthesis of 12-, 14- and 16-membered macrolides	00522	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4009	hypothetical protein	Biosynthesis of 12-, 14- and 16-membered macrolides	00522	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4059	hypothetical protein	Biosynthesis of 12-, 14- and 16-membered macrolides	00522	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4528	type 4 prepilin peptidase PilD	Biosynthesis of 12-, 14- and 16-membered macrolides	00522	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4720	tRNA (uracil-5-)-methyltransferase	Biosynthesis of 12-, 14- and 16-membered macrolides	00522	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA4850	ribosomal protein L11 methyltransferase	Biosynthesis of 12-, 14- and 16-membered macrolides	00522	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA5077	OpgH	Biosynthesis of 12-, 14- and 16-membered macrolides	00522	KEGG (InterPro)	InterPro 5.8-49.0	ECO:0000259	match to InterPro signature evidence used in automatic assertion	NA
PA0035	tryptophan synthase alpha chain	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0036	tryptophan synthase beta chain	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0223	probable dihydrodipicolinate synthetase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0244	hypothetical protein	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0245	3-dehydroquinate dehydratase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0296	Glutamylpolyamine synthetase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0298	Glutamylpolyamine synthetase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0316	PHGDH	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0330	ribose 5-phosphate isomerase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0331	threonine dehydratase, biosynthetic	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0353	dihydroxy-acid dehydratase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0393	pyrroline-5-carboxylate reductase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0399	cystathionine beta-synthase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0400	probable cystathionine gamma-lyase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0530	probable class III pyridoxal phosphate-dependent aminotransferase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0546	methionine adenosyltransferase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0548	transketolase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0552	phosphoglycerate kinase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0555	fructose-1,6-bisphosphate aldolase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0607	ribulose-phosphate 3-epimerase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0609	anthranilate synthetase component I	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0649	anthranilate synthase component II	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0650	anthranilate phosphoribosyltransferase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0651	indole-3-glycerol-phosphate synthase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0662	N-acetyl-gamma-glutamyl-phosphate reductase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0851	hypothetical protein	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0870	aromatic amino acid aminotransferase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0872	phenylalanine-4-hydroxylase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0902	hypothetical protein	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0904	aspartate kinase alpha and beta chain	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA0932	cysteine synthase B	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1001	anthranilate synthase component I	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1002	anthranilate synthase component II	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1010	dihydrodipicolinate synthase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1061	conserved hypothetical protein	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1162	succinyl-diaminopimelate desuccinylase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1217	probable 2-isopropylmalate synthase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1326	threonine dehydratase, biosynthetic	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1417	probable decarboxylase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1498	pyruvate kinase I	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1562	aconitate hydratase 1	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1566	Glutamylpolyamine synthetase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1580	citrate synthase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1681	chorismate synthase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1750	phospho-2-dehydro-3-deoxyheptonate aldolase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1757	homoserine kinase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1787	aconitate hydratase 2	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1843	methionine synthase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1901	phenazine biosynthesis protein PhzC	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA1927	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2035	probable decarboxylase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2040	Glutamylpolyamine synthetase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2104	probable cysteine synthase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2105	probable acetyltransferase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2413	L-2,4-diaminobutyrate:2-ketoglutarate 4-aminotransferase, PvdH	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2443	L-serine dehydratase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2444	serine hydroxymethyltransferase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2531	probable aminotransferase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2623	isocitrate dehydrogenase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2624	isocitrate dehydrogenase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2683	probable serine/threonine dehydratase, degradative	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2709	cysteine synthase A	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2796	transaldolase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
PA2828	probable aminotransferase	Biosynthesis of amino acids	pae01230	KEGG	81.0+/01-23, Jan 17	ECO:0000249	sequence similarity evidence used in automatic assertion	NA
